# TargetP-2.0	Organism: Plant	Timestamp: 20231212165150
# ID	Prediction	OTHER	SP	mTP	cTP	lTP	CS Position
KAI7845914.1	OTHER	0.999648	0.000327	0.000023	0.000001	0.000000	
KAI7845921.1	OTHER	0.999842	0.000155	0.000003	0.000000	0.000000	
KAI7845923.1	OTHER	0.992699	0.006614	0.000420	0.000192	0.000074	
KAI7845924.1	OTHER	0.661074	0.000934	0.037152	0.300771	0.000070	
KAI7845925.1	OTHER	0.999809	0.000015	0.000000	0.000175	0.000001	
KAI7845927.1	OTHER	0.992306	0.006727	0.000911	0.000040	0.000015	
KAI7845944.1	OTHER	0.999993	0.000003	0.000004	0.000000	0.000000	
KAI7845962.1	OTHER	0.999494	0.000506	0.000000	0.000000	0.000000	
KAI7845967.1	OTHER	0.997640	0.000236	0.000179	0.000298	0.001646	
KAI7845968.1	OTHER	0.998200	0.000761	0.000925	0.000094	0.000020	
KAI7845979.1	OTHER	0.998209	0.000534	0.001148	0.000055	0.000055	
KAI7845993.1	SP	0.000103	0.999894	0.000003	0.000000	0.000000	CS pos: 21-22. VLG-GE. Pr: 0.8155
KAI7846001.1	OTHER	0.930357	0.069309	0.000308	0.000024	0.000001	
KAI7846010.1	OTHER	0.999801	0.000050	0.000149	0.000001	0.000000	
KAI7846011.1	cTP	0.211980	0.000567	0.000963	0.741993	0.044496	CS pos: 42-43. VAA-AA. Pr: 0.3081
KAI7846013.1	OTHER	0.987255	0.003926	0.008353	0.000427	0.000039	
KAI7846014.1	OTHER	0.976915	0.005258	0.016712	0.001057	0.000058	
KAI7846026.1	cTP	0.039755	0.000003	0.004565	0.955583	0.000094	CS pos: 64-65. CTQ-AV. Pr: 0.3508
KAI7846029.1	OTHER	0.999554	0.000158	0.000017	0.000003	0.000268	
KAI7846034.1	cTP	0.002608	0.000001	0.000156	0.997182	0.000055	CS pos: 44-45. VRC-SA. Pr: 0.8427
KAI7846048.1	mTP	0.147576	0.000310	0.852004	0.000091	0.000018	CS pos: 18-19. RGY-AT. Pr: 0.9087
KAI7846051.1	mTP	0.034524	0.000010	0.547092	0.418130	0.000244	CS pos: 47-48. SAL-TT. Pr: 0.4365
KAI7846055.1	cTP	0.000553	0.000007	0.000555	0.998876	0.000010	CS pos: 52-53. VCK-AV. Pr: 0.4467
KAI7846059.1	OTHER	0.991446	0.000440	0.005389	0.002658	0.000068	
KAI7846066.1	SP	0.011481	0.977753	0.009143	0.001586	0.000036	CS pos: 31-32. AAA-RR. Pr: 0.8034
KAI7846072.1	cTP	0.000728	0.000002	0.014051	0.985203	0.000016	CS pos: 37-38. VRC-QA. Pr: 0.5556
KAI7846075.1	OTHER	0.999848	0.000151	0.000001	0.000000	0.000000	
KAI7846080.1	OTHER	0.999865	0.000045	0.000001	0.000063	0.000026	
KAI7846082.1	OTHER	0.929348	0.000003	0.070047	0.000600	0.000002	
KAI7846093.1	SP	0.000586	0.999081	0.000311	0.000021	0.000001	CS pos: 28-29. CLA-VE. Pr: 0.9073
KAI7846104.1	OTHER	0.989143	0.004358	0.006229	0.000219	0.000051	
KAI7846106.1	mTP	0.000434	0.000198	0.776179	0.223132	0.000057	CS pos: 28-29. RAY-AT. Pr: 0.9066
KAI7846108.1	OTHER	0.992094	0.002793	0.000047	0.004552	0.000514	
KAI7846115.1	OTHER	0.998735	0.000764	0.000162	0.000195	0.000143	
KAI7846119.1	SP	0.000307	0.995753	0.003877	0.000047	0.000016	CS pos: 17-18. ALA-LD. Pr: 0.4957
KAI7846122.1	OTHER	0.998974	0.000964	0.000017	0.000044	0.000001	
KAI7846128.1	cTP	0.000806	0.000000	0.000047	0.999133	0.000014	CS pos: 51-52. TKA-VK. Pr: 0.3956
KAI7846131.1	OTHER	0.873331	0.000021	0.000003	0.126403	0.000241	
KAI7846153.1	mTP	0.445421	0.000153	0.554235	0.000190	0.000002	CS pos: 28-29. AQN-SA. Pr: 0.1031
KAI7846180.1	OTHER	0.995099	0.003366	0.001482	0.000022	0.000031	
KAI7846191.1	SP	0.000106	0.998029	0.001332	0.000531	0.000002	CS pos: 32-33. AVA-AP. Pr: 0.6162
KAI7846193.1	OTHER	0.994123	0.003414	0.001385	0.001058	0.000019	
KAI7846203.1	OTHER	0.972446	0.000568	0.002842	0.024105	0.000039	
KAI7846208.1	OTHER	0.999826	0.000171	0.000002	0.000001	0.000000	
KAI7846222.1	OTHER	0.999851	0.000136	0.000003	0.000000	0.000009	
KAI7846232.1	OTHER	0.999921	0.000078	0.000001	0.000000	0.000000	
KAI7846233.1	OTHER	0.999917	0.000082	0.000001	0.000000	0.000000	
KAI7846238.1	OTHER	0.999697	0.000293	0.000000	0.000011	0.000000	
KAI7846244.1	OTHER	0.999970	0.000027	0.000002	0.000000	0.000000	
KAI7846251.1	cTP	0.004978	0.000006	0.033352	0.961595	0.000069	CS pos: 52-53. RAQ-AL. Pr: 0.2603
KAI7846263.1	OTHER	0.998862	0.000227	0.000203	0.000457	0.000250	
KAI7846277.1	OTHER	0.923942	0.074151	0.001608	0.000129	0.000170	
KAI7846278.1	OTHER	0.744567	0.051831	0.000224	0.202953	0.000426	
KAI7846293.1	OTHER	0.999914	0.000063	0.000023	0.000000	0.000000	
KAI7846299.1	OTHER	0.973886	0.013384	0.008051	0.004666	0.000013	
KAI7846300.1	OTHER	0.802004	0.010145	0.185066	0.002729	0.000055	
KAI7846301.1	OTHER	0.995798	0.000881	0.002938	0.000160	0.000222	
KAI7846313.1	OTHER	0.991164	0.000160	0.006225	0.002411	0.000041	
KAI7846316.1	OTHER	0.951041	0.014939	0.026022	0.007650	0.000348	
KAI7846319.1	cTP	0.001935	0.000004	0.488084	0.509884	0.000094	CS pos: 31-32. RCL-AS. Pr: 0.2406
KAI7846330.1	OTHER	0.998198	0.001239	0.000527	0.000026	0.000010	
KAI7846334.1	OTHER	0.957910	0.041722	0.000303	0.000057	0.000008	
KAI7846341.1	OTHER	0.589694	0.003421	0.168411	0.237736	0.000738	
KAI7846343.1	cTP	0.000687	0.000000	0.002298	0.996873	0.000142	CS pos: 40-41. VRA-DA. Pr: 0.6934
KAI7846350.1	OTHER	0.999529	0.000090	0.000380	0.000001	0.000000	
KAI7846366.1	OTHER	0.999737	0.000232	0.000031	0.000000	0.000000	
KAI7846394.1	OTHER	0.402604	0.258093	0.063553	0.274367	0.001384	
KAI7846396.1	OTHER	0.999836	0.000033	0.000119	0.000012	0.000000	
KAI7846406.1	OTHER	0.946714	0.005524	0.004923	0.029684	0.013155	
KAI7846407.1	mTP	0.001300	0.005567	0.821377	0.171748	0.000007	CS pos: 36-37. RPL-TA. Pr: 0.4945
KAI7846414.1	SP	0.065064	0.818785	0.042710	0.073217	0.000224	CS pos: 20-21. AAA-GT. Pr: 0.3107
KAI7846415.1	OTHER	0.999989	0.000001	0.000003	0.000007	0.000000	
KAI7846419.1	cTP	0.291967	0.150910	0.104981	0.408475	0.043667	CS pos: 48-49. HAA-AL. Pr: 0.1904
KAI7846430.1	cTP	0.002256	0.000000	0.000021	0.967989	0.029734	CS pos: 59-60. VLA-TS. Pr: 0.4568
KAI7846431.1	cTP	0.002256	0.000000	0.000021	0.967989	0.029734	CS pos: 59-60. VLA-TS. Pr: 0.4568
KAI7846437.1	OTHER	0.945358	0.048356	0.000739	0.000764	0.004782	
KAI7846441.1	OTHER	0.977704	0.006458	0.009005	0.004567	0.002265	
KAI7846444.1	OTHER	0.999987	0.000010	0.000003	0.000000	0.000000	
KAI7846446.1	SP	0.000012	0.999810	0.000147	0.000031	0.000000	CS pos: 20-21. ATA-DI. Pr: 0.8639
KAI7846455.1	cTP	0.323985	0.000221	0.007989	0.629524	0.038281	CS pos: 48-49. VHA-AA. Pr: 0.5526
KAI7846456.1	cTP	0.323985	0.000221	0.007989	0.629524	0.038281	CS pos: 48-49. VHA-AA. Pr: 0.5526
KAI7846465.1	OTHER	0.679274	0.002705	0.031486	0.284655	0.001880	
KAI7846468.1	mTP	0.136264	0.007041	0.643825	0.202592	0.010279	CS pos: 25-26. RAL-ST. Pr: 0.4108
KAI7846469.1	cTP	0.177300	0.000141	0.013787	0.807800	0.000972	CS pos: 52-53. VIS-GH. Pr: 0.5826
KAI7846472.1	OTHER	0.997897	0.000317	0.000099	0.001625	0.000062	
KAI7846473.1	OTHER	0.463099	0.291679	0.111918	0.129400	0.003905	
KAI7846480.1	cTP	0.000079	0.000001	0.000048	0.999027	0.000846	CS pos: 33-34. VHC-AA. Pr: 0.8062
KAI7846484.1	OTHER	0.999638	0.000352	0.000009	0.000001	0.000000	
KAI7846500.1	OTHER	0.995181	0.004561	0.000257	0.000001	0.000000	
